cusip,price,coupon,maturity,ytm,sector,rating,state,lastTraded,ed,md,ytw
088023LM6,122.518,5,8/1/25,7,Local GO,AA+,CA,2/10/17,6.498,6.354,1.802
088023LN4,124.378,5,8/1/26,8,Local GO,AA+,CA,2/10/17,7.23,7.061,1.902
088281B66,104.084,3,6/15/21,3,Local GO,AA+,TX,12/13/17,3.269,3.26,1.769
088281B74,104.923,3,6/15/22,4,Local GO,AA+,TX,12/13/17,4.162,4.148,1.839
088281B82,105.662,3,6/15/23,5,Local GO,AA+,TX,12/13/17,5.033,5.013,1.899
090491ZR5,101.857,2.125,1/15/21,3,Local GO,A,NY,1/21/16,2.921,2.891,1.494
090491ZS3,102.211,2.125,1/15/22,4,Local GO,A,NY,1/26/16,3.85,3.808,1.555
090874JD1,117.766,5,2/15/24,6,Local GO,AA,TX,5/12/16,5.371,5.268,1.902
090874LY2,117.766,5,2/15/24,6,Local GO,AA,TX,11/30/16,5.371,5.268,1.902
094149JW2,100.799,2,5/1/21,3,Local GO,AAA,MI,2/24/16,3.199,3.184,1.75
095167RH7,100.798,2,6/1/22,4,Local GO,AA,TN,1/12/16,4.201,4.186,1.81
097464B75,100.89,2,4/1/22,4,Higher Ed-Public,A+,ID,1/17/17,4.049,4.022,1.78
097464C25,120.011,5,4/1/25,7,Higher Ed-Public,A+,ID,1/13/17,6.233,6.137,2.012
098203TF9,109.084,4,8/1/30,12,Local GO,,CA,1/4/18,6.914,5.712,2.491
098203VG4,100.747,2,8/1/25,7,Local GO,AA-,CA,7/14/16,7.033,6.934,1.893
100853PN4,103.059,4,4/1/19,1,Local GO,AAA,MA,6/27/17,1.206,1.193,1.481
100853TQ3,113.356,5,3/1/22,4,Local GO,AAA,MA,4/21/17,3.796,3.734,1.654
100853UL2,116.484,5,4/1/23,5,Local GO,AAA,MA,2/25/16,4.686,4.625,1.693
100853VJ6,121.435,5,4/1/25,7,Local GO,AAA,MA,1/31/17,6.245,6.151,1.822
100853VV9,116.233,5,3/1/23,5,Local GO,AAA,MA,7/5/16,4.619,4.542,1.693
100853VX5,121.204,5,3/1/25,7,Local GO,AAA,MA,11/6/17,6.181,6.068,1.822
100853WE6,102.104,3,3/1/32,14,Local GO,AAA,MA,3/16/16,10.604,7.129,2.71
100853WK2,115.443,4,3/1/26,8,Local GO,AAA,MA,3/16/17,7.101,6.973,1.941
100853WR7,113.615,5,4/1/22,4,Local GO,AAA,MA,10/26/17,3.866,3.816,1.654
100853XR6,123.279,5,3/1/26,8,Local GO,AAA,MA,6/15/17,6.926,6.789,1.902
101458CK1,106.999,3,12/1/24,6,Water & Sewer,AA+,CO,1/6/17,6.273,6.23,1.912
10146HKN5,100.503,2,12/1/18,0,Water & Sewer,AA+,CO,8/1/17,0.888,0.886,1.433
10146HKQ8,101.012,2,12/1/20,2,Water & Sewer,AA+,CO,8/29/16,2.809,2.801,1.641
10146HKU9,100.32,2,12/1/24,6,Water & Sewer,AA+,CO,6/15/16,6.444,6.403,1.95
102885HB9,115.314,5,6/1/23,5,Higher Ed-Public,A+,OH,8/16/16,4.81,4.778,1.993
102885HC7,117.259,5,6/1/24,6,Higher Ed-Public,A+,OH,1/15/16,5.591,5.548,2.102
102885HD5,119.078,5,6/1/25,7,Higher Ed-Public,A+,OH,1/15/16,6.347,6.29,2.192
102885HE3,120.101,5,6/1/26,8,Higher Ed-Public,A+,OH,1/15/16,6.723,6.652,2.212
102885HF0,119.701,5,6/1/27,9,Higher Ed-Public,A+,OH,1/15/16,6.732,6.648,2.262
102885HS2,115.478,5,6/1/42,24,Higher Ed-Public,A+,OH,4/20/17,8.284,6.605,2.801
102885HW3,103.247,4,6/1/19,1,Higher Ed-Public,,OH,1/2/18,1.364,1.357,1.639
102885JC5,104.801,3,6/1/25,7,Higher Ed-Public,A+,OH,7/12/17,6.669,6.614,2.291
102885JE1,121.462,5,6/1/27,9,Higher Ed-Public,A+,OH,7/12/17,7.774,7.681,2.431
102885JF8,119.698,5,6/1/28,10,Higher Ed-Public,A+,OH,7/12/17,7.807,7.66,2.621
102885JG6,119.056,5,6/1/29,11,Higher Ed-Public,A+,OH,7/12/17,7.892,7.652,2.691
102885JS0,115.464,5,6/1/42,24,Higher Ed-Public,A+,OH,7/25/17,9.646,7.607,3.091
105025R85,109.289,4,5/15/22,4,Local GO,AA,MA,11/2/17,4.025,3.998,1.773
105025R93,116.131,5,5/15/23,5,Local GO,AA,MA,4/13/17,4.78,4.741,1.823
105025S43,122.524,5,5/15/26,8,Local GO,AA,MA,2/3/17,7.064,6.979,2.052
105025W48,112.754,4,5/15/24,6,Local GO,AA,MA,3/14/17,5.687,5.639,1.862
105025Z29,115.679,4,5/15/27,9,Local GO,AA,MA,7/11/17,7.997,7.893,2.141
105025Z52,103.831,3,5/15/30,12,Local GO,AA,MA,6/5/17,9.728,8.113,2.537
107280LT4,117.72,5,8/1/46,28,Local GO,AA,CA,1/3/18,9.178,6.985,2.671
107889UF2,100.631,2,1/15/20,2,Local GO,AA,NJ,7/12/17,1.974,1.954,1.681
107889UN5,103.196,3,1/15/27,9,Local GO,AA,NJ,7/12/17,7.952,7.778,2.6
107889UQ8,101.503,3,1/15/29,11,Local GO,AA,NJ,8/8/17,9.131,7.758,2.81
107889UT2,100.472,3,1/15/32,14,Local GO,AA,NJ,8/1/17,10.954,7.745,2.94
10932PEB8,100.629,3,6/1/18,0,Water & Sewer,AA-,CO,6/14/17,0.396,0.394,1.403
10932PED4,103.2,3,6/1/20,2,Water & Sewer,AA-,CO,1/13/17,2.315,2.307,1.633
10932PEE2,104.199,3,6/1/21,3,Water & Sewer,AA-,CO,7/20/17,3.235,3.222,1.722
10932PEH5,95.99,1.5,6/1/24,6,Water & Sewer,AA-,CO,9/9/16,6.074,6.041,2.175
10932PEJ1,99.114,2,6/1/25,7,Water & Sewer,AA-,CO,9/9/16,6.875,6.824,2.13
10932PFE1,112.134,4,6/1/24,6,Water & Sewer,AA-,CO,8/31/17,5.717,5.678,1.972
114760FJ5,104.874,3,12/1/21,3,Dedicated Tax,AA-,CO,9/28/17,3.688,3.671,1.702
114760FK2,105.786,3,12/1/22,4,Dedicated Tax,AA-,CO,9/28/17,4.571,4.549,1.761
114760FS5,122.77,5,12/1/29,11,Dedicated Tax,AA-,CO,12/1/17,8.219,8.022,2.401
114894MB1,102.512,5,10/1/18,0,Airport Rev,A+,FL,11/27/17,0.723,0.713,1.526
114894NG9,113.992,5,10/1/23,5,Airport Rev,A+,FL,10/11/16,4.274,4.217,1.893
114894QX9,113.362,5,10/1/26,8,Airport Rev,A+,FL,12/8/17,4.271,4.213,2.023
114894RQ3,114.04,5,10/1/22,4,Airport Rev,A+,FL,2/22/16,4.274,4.217,1.883
114894TX6,104.301,3,10/1/22,4,Airport Rev,A+,FL,7/28/16,4.417,4.375,2.041
114894WK0,115.409,5,10/1/45,27,Airport Rev,A+,FL,1/6/16,8.714,6.443,2.771
115117LJ0,105.549,3,10/1/23,5,Water & Sewer,AA+,FL,11/15/16,5.284,5.23,1.971
115516JJ6,99.211,2,11/1/25,7,Local GO,,WI,11/1/17,7.24,7.168,2.11
115516JK3,99.598,2,11/1/26,8,Local GO,,WI,10/23/17,8.106,8.011,2.05
115516JL1,98.694,2,11/1/27,9,Local GO,,WI,12/18/17,8.948,8.825,2.148
117467FD7,103.113,3,8/1/20,2,Water & Sewer,AA-,TX,3/23/17,2.469,2.436,1.753
117467FE5,103.872,3,8/1/21,3,Water & Sewer,AA-,TX,3/23/17,3.383,3.337,1.872
117467FF2,104.469,3,8/1/22,4,Water & Sewer,AA-,TX,1/5/18,4.272,4.212,1.971
117569GV9,115.652,5,7/1/23,5,Electric Revs,A+,TX,7/13/16,4.876,4.861,1.973
117569GW7,117.405,5,7/1/24,6,Electric Revs,A+,TX,7/13/16,5.654,5.63,2.112
117569GX5,119.05,5,7/1/25,7,Electric Revs,A+,TX,12/20/16,6.406,6.37,2.222
117569GY3,120.511,5,7/1/26,8,Electric Revs,A+,TX,7/13/16,7.133,7.081,2.321
117569GZ0,119.831,5,7/1/27,9,Electric Revs,A+,TX,7/13/16,7.147,7.074,2.401
117569HV8,117.405,5,7/1/24,6,Electric Revs,A+,TX,6/9/17,5.654,5.63,2.112
117569HW6,119.05,5,7/1/25,7,Electric Revs,A+,TX,6/9/17,6.406,6.37,2.222
117569HX4,120.511,5,7/1/26,8,Electric Revs,A+,TX,6/9/17,7.133,7.081,2.321
117583H23,107.44,3,2/15/26,8,Local GO,AA,TX,3/21/17,7.264,7.139,2.001
117583H31,107.588,3,2/15/27,9,Local GO,AA,TX,2/23/17,8.063,7.91,2.081
117583H64,104.543,3,2/15/30,12,Local GO,AA,TX,3/14/17,9.497,7.876,2.44
118295CU6,100.713,2,12/1/22,4,Local GO,AA-,OH,2/9/16,4.656,4.638,1.847
118295CW2,101.717,2.25,12/1/24,6,Local GO,AA-,OH,10/24/17,6.397,6.355,1.982
118295DF8,116.401,5,12/1/40,22,Local GO,AA-,OH,5/10/16,8.117,6.614,2.681
118565VA5,112.535,5,6/1/24,6,PRE/ETM,AAA,PA,11/3/16,3.585,3.565,1.664
118565VK3,104.434,4,12/1/19,1,Local GO,AAA,PA,11/21/17,1.834,1.826,1.617
118601JH7,100.701,3,6/15/18,0,Local GO,AAA,PA,9/16/16,0.434,0.433,1.38
118601JP9,98.737,1.75,6/15/24,6,Local GO,AAA,PA,12/12/17,6.076,6.046,1.96
118601JQ7,99.931,2,6/15/25,7,Local GO,AAA,PA,6/29/17,6.915,6.869,2.01
118683BW0,101.297,2.4,12/1/19,1,Water & Sewer,A+,PA,8/3/16,1.852,1.846,1.702
118683DB4,103.222,2.75,6/1/22,4,Water & Sewer,A+,PA,7/20/17,4.143,4.124,1.981
118683FA4,110.172,4,6/1/23,5,Water & Sewer,A+,PA,11/3/16,4.899,4.869,2.002
118683FB2,99.108,2,6/1/24,6,Water & Sewer,A+,PA,11/9/17,5.993,5.959,2.15
118683FJ5,122.869,5,12/1/27,9,Water & Sewer,A+,PA,11/29/17,8.126,8.023,2.391
118683FK2,122.573,5,12/1/28,10,Water & Sewer,A+,PA,11/29/17,8.161,8.019,2.421
118688BU3,102.947,2.5,12/1/22,4,Water & Sewer,A+,PA,11/29/17,4.61,4.59,1.867
118688BV1,100.937,2.25,12/1/23,5,Water & Sewer,A+,PA,11/29/17,5.517,5.488,2.08
118688BX7,119.781,5,12/1/25,7,Water & Sewer,A+,PA,11/29/17,6.713,6.648,2.252
118688BZ2,122.573,5,12/1/27,9,Water & Sewer,A+,PA,11/29/17,8.122,8.019,2.421
118688CC2,100.118,3,12/1/30,12,Water & Sewer,A+,PA,11/29/17,10.432,8.485,2.986
118688CD0,98.543,3,12/1/31,13,Water & Sewer,A+,PA,11/29/17,11.104,11.233,3.13
118688CE8,100.485,3.125,12/1/32,14,Water & Sewer,A+,PA,11/29/17,11.422,8.437,3.068
118688CH1,99.73,3.3,12/1/35,17,Water & Sewer,A+,PA,11/29/17,12.594,13.382,3.32
119427BG6,120.621,5,1/1/26,8,Transportation,A+,NY,6/8/17,6.781,6.737,2.172
119427BH4,122.145,5,1/1/27,9,Transportation,A+,NY,6/8/17,7.497,7.437,2.261
119427BJ0,121.601,5,1/1/28,10,Transportation,A+,NY,6/8/17,7.521,7.431,2.321
119427BK7,120.904,5,1/1/29,11,Transportation,A+,NY,6/8/17,7.548,7.424,2.399
119427BL5,120.165,5,1/1/30,12,Transportation,A+,NY,11/27/17,7.62,7.415,2.481
119427BR2,118.456,5,1/1/35,17,Toll Roads,A+,NY,9/6/17,8.408,7.396,2.674
119427BT8,117.265,5,1/1/37,19,Transportation,A+,NY,6/8/17,8.699,7.382,2.811
119427BU5,116.661,5,1/1/42,24,Transportation,A+,NY,10/26/17,9.051,7.375,2.881
119427BV3,116.146,5,1/1/47,29,Transportation,A+,NY,12/12/17,9.834,7.369,2.941
119535MQ2,100.579,2,12/30/19,1,Local GO,AAA,IL,4/28/16,1.934,1.932,1.701
119677MN9,116.647,5,4/1/23,5,Local GO,A+,NY,4/14/16,4.687,4.626,1.663
119677MP4,119.152,5,4/1/24,6,Local GO,A+,NY,4/14/16,5.479,5.403,1.742
119677MQ2,121.511,5,4/1/25,7,Local GO,A+,NY,4/14/16,6.246,6.151,1.812
119677MR0,123.413,5,4/1/26,8,Local GO,A+,NY,4/14/16,6.986,6.87,1.912
119677MS8,122.986,5,4/1/27,9,Local GO,A+,NY,10/20/16,6.991,6.866,1.962
119677MT6,122.241,5,4/1/28,10,Local GO,A+,NY,4/14/16,7.008,6.859,2.05
119677NB4,112.749,4,11/15/23,5,Local GO,A+,NY,4/14/16,5.285,5.245,1.702
119699JH0,115.372,5,7/1/23,5,Water & Sewer,A,NY,4/25/17,4.874,4.859,2.023
119699JK3,119.354,5,7/1/25,7,Water & Sewer,A,NY,8/16/17,6.409,6.373,2.182
12008ECS3,111.268,5,7/1/21,3,Non-Profits,AA+,NY,2/16/17,3.229,3.223,1.655
12008ECV6,119.273,5,7/1/24,6,Non-Profits,AA+,NY,2/16/16,5.668,5.646,1.832
12008ECY0,119.437,5,6/1/24,6,Higher Ed-Public,AA-,NY,6/22/17,5.607,5.566,1.772
12008ECZ7,120.308,5,6/1/25,7,Higher Ed-Public,AA-,NY,11/22/16,5.614,5.573,1.643
12008EDD5,116.22,5,6/1/29,11,Higher Ed-Public,AA-,NY,7/17/17,5.644,5.54,2.262
12008EDF0,115.833,5,6/1/31,13,Higher Ed-Public,AA-,NY,8/28/17,5.779,5.537,2.322
12008EJV9,116.578,5,7/1/30,12,Non-Profits,A+,NY,8/8/17,6.659,6.347,2.551
12008EJW7,116.356,5,7/1/31,13,Higher Ed-Public,A+,NY,9/18/17,6.728,6.345,2.581
12008EKB1,114.093,5,7/1/40,22,Non-Profits,A+,NY,6/7/17,8.12,6.323,2.891
12008ELX2,115.989,4,11/1/26,8,Higher Ed-Private,A+,NY,8/12/16,7.605,7.503,2.011
120334EU7,115.765,5,7/1/23,5,Higher Ed-Public,A,GA,7/27/17,4.877,4.862,1.953
120334EV5,117.868,5,7/1/24,6,Higher Ed-Public,A,GA,7/27/17,5.658,5.634,2.042
120334EW3,119.506,5,7/1/25,7,Higher Ed-Public,A,GA,7/27/17,6.41,6.374,2.162
120334EX1,120.768,5,7/1/26,8,Higher Ed-Public,A,GA,7/27/17,7.135,7.084,2.291
120334EY9,121.539,5,7/1/27,9,Higher Ed-Public,A,GA,9/26/17,7.831,7.762,2.441
120334EZ6,120.974,5,7/1/28,10,Higher Ed-Public,A,GA,7/27/17,7.87,7.755,2.501
120334FA0,119.576,5,7/1/29,11,Higher Ed-Public,A,GA,7/27/17,7.961,7.739,2.651
120334FF9,117.017,5,7/1/34,16,Higher Ed-Public,A,GA,7/27/17,8.843,7.707,2.931
120525BM1,103.386,4,6/1/19,1,Lease Appropriation,AA,NC,4/24/17,1.364,1.358,1.54
120525DE7,101.411,5,6/1/18,0,Lease Appropriation,AA,NC,8/29/17,0.396,0.394,1.42
120525DL1,118.507,5,6/1/24,6,Lease Appropriation,AA,NC,2/17/17,5.6,5.559,1.912
120532KN5,105.579,3,7/1/22,4,Water & Sewer,AA,NC,7/25/17,4.204,4.196,1.701
120532KP0,117.125,5,7/1/23,5,Water & Sewer,AA,NC,6/22/17,4.885,4.872,1.713
121646CD3,123.307,5,10/1/27,9,Local GO,AA-,NJ,11/1/17,8.02,7.868,2.311
121646CK7,119.742,5,10/1/36,18,Local GO,AA-,NJ,11/1/17,8.752,7.823,2.681
123550GT6,113.77,5,11/15/45,27,Health Care,A,OH,6/26/17,9.972,7.217,3.201
123550HD0,105.563,4,11/15/20,2,Health Care,,OH,12/22/17,2.704,2.688,1.984
123550HF5,108.183,4,11/15/22,4,Health Care,,OH,12/22/17,4.437,4.405,2.212
123550HG3,109.306,4,11/15/23,5,Health Care,,OH,12/22/17,5.261,5.219,2.291
123550HK4,118.335,5,11/15/26,8,Health Care,,OH,12/22/17,7.367,7.271,2.661
123550HM0,118.532,5,11/15/28,10,Health Care,,OH,12/22/17,8.117,7.925,2.831
123550HN8,101.089,3.3,11/15/29,11,Health Care,,OH,12/22/17,9.614,8.328,3.17
123550HT5,104.385,4,11/15/34,16,Health Care,,OH,12/22/17,11.035,8.095,3.47
123550HU2,104.131,4,11/15/35,17,Health Care,,OH,12/22/17,11.334,8.091,3.5
129271QZ8,117.759,5,5/1/24,6,Local GO,AA-,MI,8/1/16,5.532,5.472,1.992
129271RA2,119.177,5,5/1/25,7,Local GO,AA-,MI,10/24/17,6.287,6.21,2.152
129271RJ3,104.878,3,5/1/26,8,Local GO,AA-,MI,12/27/16,7.411,7.321,2.35
1301785G7,116.353,5,12/1/39,21,Higher Ed-Private,AA-,CA,7/28/16,6.968,5.906,2.412
1301786Q4,121.183,5,11/1/25,7,Higher Ed-Private,A,CA,5/10/17,6.668,6.582,2.052
1301786R2,119.668,5,11/1/26,8,Higher Ed-Public,A,CA,6/9/17,6.666,6.567,2.242
1301786U5,116.935,5,11/1/29,11,Higher Ed-Private,A,CA,3/22/17,6.813,6.539,2.591
1301787J9,115.617,5,4/1/23,5,Higher Ed-Private,A,CA,5/18/16,4.681,4.618,1.853
1301787K6,117.923,5,4/1/24,6,Higher Ed-Private,A,CA,3/28/17,5.47,5.393,1.932
1301787M2,118.753,5,4/1/26,8,Higher Ed-Private,A,CA,7/19/17,6.229,6.126,2.182
130178R81,118.227,5,10/1/23,5,Higher Ed-Private,AA+,CA,4/29/16,5.088,5.02,1.653
130178TQ9,116.783,5,3/15/23,5,Higher Ed-Private,AAA,CA,12/20/16,4.653,4.584,1.613
130179AW4,115.334,5,9/1/40,22,Higher Ed-Private,AA-,CA,6/1/16,7.968,6.361,2.761
130179BR4,114.819,5,4/1/39,21,Higher Ed-Private,AA-,CA,12/29/16,7.511,6.087,2.727
130179EH3,121.691,5,10/1/25,7,Higher Ed-Private,AA-,CA,12/20/16,6.612,6.506,1.962
130179EK6,120.656,5,10/1/27,9,Higher Ed-Private,AA-,CA,12/15/16,6.625,6.496,2.092
130179EN0,102.623,3,10/1/30,12,Higher Ed-Private,AA-,CA,1/6/16,9.553,6.826,2.623
130179FG4,112.902,4,10/1/23,5,Higher Ed-Private,AA-,CA,3/3/16,5.188,5.127,1.632
130179FH2,114.624,4,10/1/24,6,Higher Ed-Private,AA-,CA,3/3/16,6,5.923,1.692
130179FJ8,123.141,5,10/1/25,7,Higher Ed-Private,AA-,CA,4/26/16,6.625,6.521,1.782
130179FK5,123.585,5,10/1/26,8,Higher Ed-Private,AA-,CA,3/3/16,6.99,6.872,1.892
130179FL3,122.986,5,10/1/27,9,Higher Ed-Private,AA-,CA,3/3/16,6.995,6.866,1.962
130179FT6,117.886,5,10/1/41,23,Higher Ed-Private,AA-,CA,1/2/18,8.365,6.82,2.576
130179FU3,117.342,5,10/1/46,28,Higher Ed-Private,AA-,CA,7/25/17,9.079,6.806,2.641
130179JH8,119.739,5,4/1/24,6,Higher Ed-Private,AA-,CA,7/21/17,5.483,5.407,1.653
130179JJ4,122.193,5,4/1/25,7,Higher Ed-Private,AA-,CA,7/21/17,6.251,6.157,1.722
130179JK1,124.274,5,4/1/26,8,Higher Ed-Private,AA-,CA,7/21/17,6.994,6.879,1.812
130179JL9,126.212,5,4/1/27,9,Higher Ed-Private,AA-,CA,7/21/17,7.713,7.576,1.891
130179JM7,125.442,5,4/1/28,10,Higher Ed-Private,AA-,CA,7/21/17,7.727,7.567,1.971
130179JN5,124.487,5,4/1/29,11,Higher Ed-Private,AA-,CA,7/21/17,7.742,7.556,2.071
130179JX3,119.388,5,4/1/40,22,Higher Ed-Private,AA-,CA,11/1/17,9,7.495,2.621
130179LK8,120.71,5,9/1/24,6,Higher Ed-Private,AA-,CA,12/13/17,5.803,5.703,1.692
130179LL6,122.989,5,9/1/25,7,Higher Ed-Private,AA-,CA,12/13/17,6.561,6.439,1.772
130179LM4,124.776,5,9/1/26,8,Higher Ed-Private,AA-,CA,12/13/17,7.291,7.145,1.882
130179LN2,125.725,5,9/1/27,9,Higher Ed-Private,AA-,CA,12/14/17,7.99,7.818,2.048
130179LP7,126.159,5,9/1/28,10,Higher Ed-Private,AA-,CA,12/13/17,8.339,8.145,2.121
130179LQ5,125.329,5,9/1/29,11,Higher Ed-Private,AA-,CA,12/13/17,8.378,8.134,2.201
130179MT8,127.402,5,4/1/28,10,Higher Ed-Private,AA-,CA,12/15/17,8.401,8.241,2.021
130179MU5,126.662,5,4/1/29,11,Higher Ed-Private,AA-,CA,12/15/17,8.42,8.231,2.091
130179NE0,120.824,5,4/1/46,28,Higher Ed-Private,AA-,CA,12/15/17,10.086,8.154,2.661
13032UAR9,116.222,5,8/15/43,25,Health Care,AA-,CA,9/25/17,8.203,6.328,2.631
13032UAX6,106.745,3,11/15/23,5,Health Care,AA-,CA,4/27/16,5.395,5.359,1.781
13032UAY4,107.03,3,11/15/24,6,Health Care,AA-,CA,10/4/17,6.237,6.186,1.901
13032UAZ1,107.378,3,11/15/25,7,Health Care,AA-,CA,9/22/16,7.062,6.991,1.981
13032UBA5,122.882,5,11/15/26,8,Health Care,AA-,CA,3/1/17,6.715,6.636,1.855
13032UBN7,117.804,5,11/15/23,5,Health Care,AA-,CA,1/13/17,5.18,5.135,1.783
13032UBP2,119.813,5,11/15/24,6,Health Care,AA-,CA,12/26/17,5.952,5.894,1.902
13032UBQ0,121.847,5,11/15/25,7,Health Care,AA-,CA,10/27/17,6.702,6.626,1.982
13032UBX5,121.928,5,11/15/25,7,Health Care,AA-,CA,9/14/17,6.702,6.627,1.972
13032UBY3,121.847,5,11/15/26,8,Health Care,AA-,CA,2/13/17,6.707,6.626,1.982
13032UBZ0,121.28,5,11/15/27,9,Health Care,AA-,CA,7/3/17,6.718,6.62,2.052
13032UCJ5,100.411,3.25,11/15/36,18,Health Care,AA-,CA,11/8/16,12.315,6.854,3.19
13032UCK2,116.471,5,11/15/46,28,Health Care,AA-,CA,6/5/17,8.619,6.572,2.661
13032UCL0,117.011,5,11/15/41,23,Health Care,AA-,CA,12/28/16,8.133,6.578,2.591
13032UCP1,102.199,5,8/15/18,0,Health Care,A+,CA,6/21/17,0.598,0.587,1.323
13032UCU0,117.635,5,8/15/23,5,Health Care,A+,CA,3/17/16,4.985,4.892,1.688
13032UCV8,122.945,5,8/15/27,9,Health Care,A+,CA,3/17/16,7.259,7.082,2.074
13032UCW6,121.995,5,8/15/28,10,Health Care,A+,CA,12/9/16,7.271,7.072,2.182
13032UDD7,117.682,5,11/15/23,5,Health Care,AA-,CA,7/27/16,5.179,5.134,1.803
13032UDE5,119.884,5,11/15/24,6,Health Care,AA-,CA,12/29/16,5.953,5.894,1.892
13032UDF2,121.928,5,11/15/25,7,Health Care,AA-,CA,12/16/16,6.702,6.627,1.972
13032UDG0,123.573,5,11/15/26,8,Health Care,AA-,CA,6/8/17,7.424,7.33,2.072
13032UDH8,123.119,5,11/15/27,9,Health Care,AA-,CA,11/6/17,7.435,7.325,2.121
13032UDU9,117.646,5,11/15/46,28,Health Care,AA-,CA,1/3/18,9.359,7.263,2.741
13032UFJ2,107.384,4,10/1/34,16,Health Care,AA-,CA,5/31/17,10.095,7.324,3.031
13032UFK9,107.147,4,10/1/35,17,Health Care,AA-,CA,6/7/17,10.392,7.321,3.06
13032UFY9,112.4,4,3/1/25,7,Health Care,A-,CA,4/3/17,6.308,6.202,2.121
13032UFZ6,112.762,4,3/1/26,8,Health Care,A-,CA,2/9/17,7.076,6.945,2.275
13032UGA0,111.578,4,3/1/27,9,Health Care,A-,CA,9/19/16,7.19,6.933,2.425
13032UHW1,119.271,5,8/15/24,6,Health Care,AA-,CA,6/5/17,5.761,5.647,1.882
13032UHZ4,122.945,5,8/15/27,9,Health Care,AA-,CA,3/29/17,7.259,7.082,2.074
13032UJA7,121.995,5,8/15/28,10,Health Care,AA-,CA,12/15/17,7.271,7.072,2.182
13032UJK5,103.495,3,8/15/20,2,Health Care,AA-,CA,10/27/16,2.506,2.477,1.623
13032UJN9,106.581,3,8/15/23,5,Health Care,AA-,CA,10/27/16,5.181,5.112,1.761
13032UJR0,107.289,3,8/15/26,8,Health Care,AA-,CA,12/20/16,7.664,7.525,2.07
13032UJS8,104.308,3,8/15/27,9,Health Care,AA-,CA,10/27/16,8.135,7.493,2.442
13032UJT6,103.43,3,8/15/28,10,Health Care,AA-,CA,10/27/16,8.733,7.483,2.553
13032UJV1,100.671,3,8/15/30,12,Health Care,AA-,CA,10/27/16,10.036,7.453,2.911
13032UMR6,125.803,5,11/1/27,9,Health Care,AA-,CA,12/15/17,8.106,7.979,2.079
13032UNM6,123.676,5,11/15/29,11,Health Care,AA-,CA,6/22/17,8.183,7.99,2.3
13032UNS3,121.213,5,11/15/34,16,Health Care,AA-,CA,6/22/17,8.797,7.959,2.551
13032UPH5,123.537,5,11/15/26,8,Health Care,A+,CA,8/4/17,7.424,7.33,2.075
13032UPJ1,124.824,5,11/15/27,9,Health Care,A+,CA,8/4/17,8.12,8.005,2.186
13032UPK8,123.685,5,11/15/28,10,Health Care,A+,CA,11/7/17,8.146,7.991,2.299
13032UPN2,100.593,3,11/15/31,13,Health Care,A+,CA,9/6/17,10.953,8.447,2.93
13032UPP7,99.998,3,11/15/32,14,Health Care,A+,CA,8/23/17,11.481,11.863,3
13032UPV4,119.101,5,11/15/42,24,Health Care,A+,CA,11/16/17,9.66,7.932,2.771
13032UQG6,123.469,5,11/15/29,11,Health Care,,CA,12/20/17,8.179,7.988,2.321
13032UQH4,122.777,5,11/15/30,12,Health Care,,CA,1/4/18,8.267,7.979,2.391
13033L2Z9,118.715,5,8/15/25,7,Health Care,A+,CA,8/10/17,5.758,5.642,1.964
13033L3U9,120.04,5,10/1/24,6,Health Care,AA-,CA,12/21/17,5.863,5.778,1.822
13033L3X3,118.527,5,10/1/27,9,Health Care,AA-,CA,4/3/17,5.873,5.764,2.04
13033LHZ3,102.985,5,11/15/18,0,Health Care,AA-,CA,12/13/17,0.841,0.835,1.463
13033LL39,102.129,4,11/15/18,0,Health Care,A+,CA,10/6/17,0.842,0.837,1.477
13033LL54,106.312,4,11/15/20,2,Health Care,A+,CA,12/2/16,2.708,2.692,1.722
13033LL70,114.588,5,11/15/22,4,Health Care,A+,CA,6/13/16,4.375,4.34,1.843
13033LM20,114.238,5,11/15/25,7,Health Care,A+,CA,1/18/17,4.373,4.337,1.913
13033LM38,114.039,5,11/15/26,8,Health Care,A+,CA,11/8/16,4.372,4.336,1.953
13033LVD6,102.175,5,8/15/18,0,Health Care,AA-,CA,11/3/16,0.598,0.587,1.362
13033LVN4,108.534,5,8/15/20,2,Health Care,,CA,12/29/17,2.461,2.415,1.637
13033LVR5,111.949,5,8/15/23,5,Health Care,AA-,CA,3/9/16,3.336,3.275,1.575
13033LVS3,111.801,5,8/15/24,6,Health Care,AA-,CA,7/7/16,3.335,3.274,1.615
13033LX51,116.768,5,7/1/24,6,Health Care,AA-,CA,3/14/17,4.883,4.869,1.776
13033LX85,116.443,5,7/1/27,9,Health Care,AA-,CA,6/27/16,4.883,4.867,1.833
13033LX93,116.443,5,7/1/28,10,Health Care,AA-,CA,10/25/17,4.889,4.867,1.833
13033LXS1,101.163,3,10/1/18,0,Health Care,AA-,CA,4/15/16,0.724,0.718,1.393
13033LXX0,113.933,5,10/1/24,6,Health Care,AA-,CA,12/20/16,4.273,4.217,1.905
13033LYY7,100.941,3,8/15/18,0,Health Care,AA-,CA,6/21/17,0.598,0.591,1.425
13034ABC3,104.016,3,10/1/20,2,Non-Profits,AAA,CA,12/20/16,2.626,2.605,1.493
13034ADA5,107.104,4,2/1/21,3,Electric Revs,A+,CA,4/15/16,2.899,2.851,1.614
